Column1
Jméno rubriky,Název článku/videa,Views,Dokoukanost do 25 %,Dokoukanost do 50 %,Dokoukanost do 75 %,Dokoukanost do 100 %
Film,RECENZE: Film Vrať mi ji je intenzivní ve smutku i krutosti,24,79.16666666666666,70.83333333333334,54.16666666666666,41.66666666666667
TV a streaming,Série Max Verstappen: Lev na trati ukazuje kariéru muže, který přepsal historii motorsportu,24,45.83333333333333,33.33333333333333,29.16666666666667,29.16666666666667
Cestování,Ceny v Chorvatsku: Zdražila lehátka i atrakce, vyplatí se jít dál od centra,24,75.0,58.33333333333334,41.66666666666667,29.16666666666667
Krimi,Ohlušující rána. Kamera zachytila srážku vlaků v Pardubicích,24,79.16666666666666,75.0,70.83333333333334,70.83333333333334
Krimi,Policie dopadla podezřelé z vraždy v Lázních Bělohrad. Manželé měli zabíjet za jízdy,24,58.33333333333334,54.16666666666666,54.16666666666666,45.83333333333333
Karlovarský kraj,Karlovy Vary vybraly nejkratší a zároveň nejdražší variantu podzemního silničního průtahu,24,79.16666666666666,70.83333333333334,50.0,45.83333333333333
Krimi,Narkoman v podchodu srazil seniora a najížděl na policisty, Ústavní soud odmítl jeho stížnost,24,91.66666666666666,83.33333333333334,79.16666666666666,79.16666666666666
Zahraniční,Střelba na Times Square si vyžádala tři zraněné, podezřelý 17letý mladík je ve vazbě,24,87.5,75.0,66.66666666666666,66.66666666666666
Kultura,Nová série, nová monstra. Po oceňovaném Dahmerovi natočil Netflix další případ známých vrahů,24,83.33333333333334,83.33333333333334,83.33333333333334,79.16666666666666
Ekonomika,Kofola ovládla největšího slovenského provozovatele nápojových automatů,24,91.66666666666666,91.66666666666666,87.5,62.5
Krimi,Tělo bez hlavy a genitálií z plzeňské Berounky identifikovali,24,75.0,66.66666666666666,66.66666666666666,58.33333333333334
TV a streaming,V Irsku natáčejí pokračování seriálu Wednesday. Chybí Percy Hynes White,24,100.0,95.83333333333334,70.83333333333334,66.66666666666666
Lifestyle,Bez disciplíny bych v první linii zemřel, říká fotoreportér po návratu z Ukrajiny,24,8.333333333333332,4.166666666666666,4.166666666666666,4.166666666666666
Koktejl,Mořský park musel zavřít, zůstali tam delfíni a kosatky. Nikdo neví, co s nimi,23,95.65217391304348,86.95652173913044,78.26086956521739,60.86956521739131
Krimi,Kandidující učitelka se odvolala proti podmínce za popírání ruských zločinů,23,86.95652173913044,78.26086956521739,78.26086956521739,65.21739130434783
Lifestyle,Jako dítě si místo plyšáků hrál s aligátorem. Dodnes jsou s plazem nerozlučná dvojice,23,95.65217391304348,91.30434782608695,82.6086956521739,69.56521739130434
Divadlo,Ze seriálové hvězdy režisérem shakespearovské tragédie. Braňo Holiček uvede na Hradě Othella,23,60.86956521739131,39.1304347826087,34.78260869565217,13.04347826086956
Lifestyle,Při útoku lva je třeba nehybně stát, říká průvodce v srdci delty Okavango,23,26.08695652173913,8.695652173913043,4.347826086956522,4.347826086956522
Krimi,Hlasy mi říkaly, že mám babi shodit z balkonu, řekl soudu schizofrenik, který zabil dva lidi,23,86.95652173913044,86.95652173913044,82.6086956521739,82.6086956521739
Domácí,Největší jeřáb stavěli v Hluboké pět dní. Stotunovou lávku usadil za pár desítek minut,23,82.6086956521739,69.56521739130434,60.86956521739131,56.52173913043478
Software,Je počítač připraven na Windows 11? Odpověď zjistíte po pár kliknutích,23,65.21739130434783,43.47826086956522,21.73913043478261,17.39130434782609
Cestování,Kvůli práci odešel z Česka do země dlouhého bílého oblaku. K ideálu má jeho nový domov daleko,23,34.78260869565217,26.08695652173913,26.08695652173913,17.39130434782609
AutoMoto,F1 v Praze: Karlín si podmanil řev motorů,23,86.95652173913044,78.26086956521739,56.52173913043478,47.82608695652174
Jihomoravský kraj,Nevhodné podmínky, podezření na týrání. Veterináři odebírají na Brněnsku 145 psů,23,69.56521739130434,60.86956521739131,56.52173913043478,52.17391304347826
Krimi,Určitě to byla nešťastná náhoda, tvrdí sousedé zpěvačky Zeťové,23,91.30434782608695,82.6086956521739,82.6086956521739,78.26086956521739
Domácí,Vzhůru nohama, střemhlav dolů. Proletěli jsme se v akrobatickém letadle Flying Bulls,23,100.0,100.0,91.30434782608695,82.6086956521739
Krimi,Pedofilní učitel, který zneužíval dívky v mateřských školách, zemřel ve věznici na Mírově,23,86.95652173913044,56.52173913043478,56.52173913043478,56.52173913043478
Krimi,Bývalé žákyně nechtěly u soudu přitížit nemravnému učiteli z Klatovska. Za své mlčení budou pykat,23,86.95652173913044,86.95652173913044,86.95652173913044,78.26086956521739
Kultura,Unikátní projekt Western Symphony spojuje hudbu z legendárních filmů s živými scénami,23,69.56521739130434,56.52173913043478,47.82608695652174,4.347826086956522
Tipy na výlety,Osamělý kříž střeží labský kaňon. Jedna z nejhezčích vyhlídek Českého středohoří bere dech,23,86.95652173913044,82.6086956521739,82.6086956521739,78.26086956521739
Sex a vztahy,Proč ženy preferují vyšší muže. Šlapou si po štěstí?,23,100.0,91.30434782608695,86.95652173913044,78.26086956521739
Věda a školy,Ojedinělý zážitek. Pražské planetárium se pyšní největší LED kopulí svého druhu na světě,23,65.21739130434783,52.17391304347826,43.47826086956522,30.43478260869566
Ekonomika,Novo Nordisk snížil v USA cenu Ozempicu pro samoplátce na polovinu,23,86.95652173913044,86.95652173913044,82.6086956521739,73.91304347826086
Hlavní město Praha,Polévka od 5 Kč, hlavní jídlo od 39 Kč. Na levné obědy v Praze se stojí fronty,22,77.27272727272727,63.63636363636363,50.0,45.45454545454545
Krimi,Po D1 u Brna jel cizinec na elektrokoloběžce. Prý omylem,22,95.45454545454545,95.45454545454545,90.9090909090909,86.36363636363636
Film,RECENZE: Nejen Brad Pitt je velkou hvězdou amerického filmu F1,22,86.36363636363636,86.36363636363636,81.81818181818183,81.81818181818183
Vtipy,VTIP: Lubomír Zaorálek ignoruje lékařské rady,22,63.63636363636363,63.63636363636363,63.63636363636363,63.63636363636363
Cestování,Český pár s dětmi přesídlil během pandemie na Tenerife. V rozhovoru vysvětluje, co to obnáší,22,0.0,0.0,0.0,0.0
Krimi,Autojeřáb jel po dálnici D46 těžší až o 25 tun, řidič vážení odmítl,22,95.45454545454545,86.36363636363636,81.81818181818183,81.81818181818183
Řetězák,Seznam údajných agentů StB je stálicí mezi řetězáky. Pro většinu osobností jde o urážku,22,31.81818181818182,18.18181818181818,9.090909090909092,4.545454545454546
Krimi,Najala muže se samopalem? Pracovnice NKÚ čelí u soudu obžalobě za přípravu vraždy exmanžela,22,68.18181818181817,59.09090909090909,59.09090909090909,59.09090909090909
Svět,Čína hlásí tisíce nakažených virem chikungunya. Úřady sáhly k přísným restrikcím,22,68.18181818181817,59.09090909090909,45.45454545454545,45.45454545454545
Hry a herní systémy,World of Tanks má miliony hráčů, virtuální bojiště brázdí už 15 let,22,81.81818181818183,77.27272727272727,72.72727272727273,68.18181818181817
Testy,Není to žádná věda. Jak správně nalepit ochranné sklo na mobil?,22,95.45454545454545,95.45454545454545,77.27272727272727,59.09090909090909
Středočeský kraj,Hlavní tah z Prahy na jih komplikuje stavba kruhového objezdu v Miličíně,22,77.27272727272727,68.18181818181817,50.0,40.90909090909091
Ekonomika,Na kontrole se silniční inspekcí. Odmítnout vážení se řidiči nevyplatí, varuje hlídka,21,95.23809523809523,85.71428571428571,80.95238095238095,76.19047619047619
Válka na Ukrajině,Ať jí Trump radši koupí boty. Ruská média útočí na první dámu USA,21,100.0,100.0,100.0,100.0
Věda a školy,Počet konikleců na brněnském Kamenném vrchu se díky ekologům rozroste na 100 tisíc,21,85.71428571428571,76.19047619047619,76.19047619047619,76.19047619047619
Válka na Ukrajině,Hromadná bitka žen na pláži v Oděse. Kvůli ruské písni,21,90.47619047619048,76.19047619047619,71.42857142857143,71.42857142857143
Cestování,Dva čeští kamarádi našli práci snů. Smlsli si díky ní i na kohoutích varlatech,21,52.38095238095239,23.80952380952381,19.04761904761905,4.761904761904762
Koktejl,Šimpanz v čínské zoo vrátil návštěvníkovi do spuštěného košíku brýle,21,90.47619047619048,85.71428571428571,85.71428571428571,85.71428571428571
Cestování,Nahé rozhovory: Prostě mě baví svléknout se na pláži,21,85.71428571428571,80.95238095238095,80.95238095238095,66.66666666666666
Lifestyle,Američan zkombinoval dva sporty a předvedl nevídaný akrobatický kousek,21,85.71428571428571,76.19047619047619,76.19047619047619,76.19047619047619
Krimi,Zápasník Růžička míří za bezdůvodné zmlácení muže na koupališti za mříže,21,80.95238095238095,71.42857142857143,71.42857142857143,71.42857142857143
Hry a herní systémy,Levné to nebude. Hráči zaplatí za GTA 6 dvojnásobek,21,42.85714285714285,38.09523809523809,28.57142857142857,9.523809523809524
Krimi,Strážníci v Tachově chtěli pokutovat nepřipoutaného Ukrajince. Půjdeš sedět, řval na jednoho z nich,21,76.19047619047619,66.66666666666666,66.66666666666666,66.66666666666666
Zdraví,Místo hadice stačí spolknout tabletu s kamerou. Kapslová gastroskopie obchází dávicí reflex,21,85.71428571428571,80.95238095238095,66.66666666666666,57.14285714285714
Krimi,Řidič dodávky sjel na Pražském okruhu ze silnice a převrátil se na bok,21,85.71428571428571,85.71428571428571,76.19047619047619,76.19047619047619
Koktejl,Thajec našel ve večeři perlu za statisíce. Původně skončila v koši,21,100.0,100.0,100.0,100.0
Ekonomika,„Má skvělé geny. Vlastně džíny.“ Reklama s vnadnou herečkou rozpoltila Ameriku,21,76.19047619047619,52.38095238095239,52.38095238095239,38.09523809523809
Koktejl,Medvědí bratři v Zoo Praha dováděli v tunách ledu, zachytili jsme je na kameru,21,80.95238095238095,57.14285714285714,57.14285714285714,0.0
Zdraví,Jak nahodit vykloubené rameno po pádu na náledí,21,95.23809523809523,85.71428571428571,80.95238095238095,76.19047619047619
Domácí,Ceny benzínu se v Praze a okolí liší až o devět korun za litr. Víme, kde se tankuje nejlevněji,21,80.95238095238095,66.66666666666666,57.14285714285714,52.38095238095239
Domácí,Operaci prostaty podstoupí každý třetí muž v ČR. Podívejte se, jak probíhá,21,76.19047619047619,57.14285714285714,42.85714285714285,38.09523809523809
Válka na Ukrajině,USA nepodpoří prohlášení odsuzující ruský útok na Sumy,21,90.47619047619048,90.47619047619048,80.95238095238095,76.19047619047619
Krimi,Pedofil sabotoval léčbu a znásilnil třináctiletého. Soud mu potvrdil deset let,21,80.95238095238095,71.42857142857143,61.90476190476191,61.90476190476191
Historie,Sto let Věstonické venuše. Soška stále skrývá mnohá tajemství,21,80.95238095238095,66.66666666666666,57.14285714285714,52.38095238095239
Cestování,Přistání na Madeiře není pro každého, video z kokpitu ukazuje proč,21,95.23809523809523,80.95238095238095,76.19047619047619,76.19047619047619
Divadlo,Tolik lásky a hrůzy v jednom člověku. Othello je krásně ambivalentní postava, říká o své roli Robert Mikluš,21,61.90476190476191,47.61904761904761,42.85714285714285,28.57142857142857
2. světová válka,Mýty a fakta Jaltské konference. O osudu Československa se vůbec nejednalo,20,25.0,10.0,10.0,5.0
AutoMoto,Za volantem Volkswagenu Tayron: Prostornější a sofistikovanější,20,90.0,70.0,60.0,45.0
Tipy a trendy,Spaní v bublině pod hvězdami nabízí nový typ ubytování. Říká se mu bubble hotel,20,70.0,65.0,60.0,50.0
Ekonomika,České ekonomice se bude dařit lépe, než se čekalo, odhadují bankéři,20,75.0,75.0,75.0,65.0
Film,Vlk a lev utvořili nečekané přátelství bez digitálních triků,20,70.0,70.0,60.0,0.0
Divadlo,Tragická hrdinka, životní role: Sara Sandeva debutuje na Letních shakespearovských slavnostech,20,70.0,50.0,25.0,15.0
Kultura,Zkombinovali moravské lidové vzory a vesmír. Vznikl unikátní spaceklór,20,95.0,85.0,85.0,75.0
Domácí,Nejdelší letošní výluka. Co na devět dní přerušilo provoz části linky C?,20,55.00000000000001,45.0,40.0,35.0
Krimi,Zásahová jednotka zastřelila v Praze muže,20,50.0,40.0,40.0,40.0
AutoMoto,Trucktrial přitahuje milovníky adrenalinu, kterým nevadí bláto ani prach,20,80.0,60.0,60.0,55.00000000000001
Dítě a rodina,Interaktivní video odhaluje, jak se během těhotenství proměňuje tělo ženy,20,65.0,65.0,45.0,45.0
Domácí,S kamerou na rozestavěném Dvoreckém mostě. Hotový bude za rok a půl,20,70.0,70.0,65.0,65.0
Hlavní město Praha,Plzeňská ulice v Praze 5 je kvůli opravám uzavřena pro auta a autobusy. Někteří řidiči ale zákaz vjezdu ignorují,20,70.0,65.0,50.0,45.0
Krimi,Neuvěřitelná sebevražda - oběšená měla pořezané ruce a probodnuté srdce, ale krev nikde,20,55.00000000000001,50.0,50.0,25.0
Krimi,Policisté v Praze postřelili muže, který na ně vyběhl s nožem. V nemocnici zemřel,20,75.0,60.0,55.00000000000001,45.0
Lifestyle,Plastická chirurgie zachrání i useknutý penis,20,40.0,35.0,30.0,5.0
Zdraví,Efektivní cvičení pro muže, které jim pomůže zbavit se zvětšených prsou,20,75.0,65.0,60.0,55.00000000000001
Domácí,Zloději, lháři, estébáku! Babiše na mítinku v Kopřivnici pronásledovala žena s dítětem,20,90.0,80.0,60.0,35.0
Krimi,V Berounce u Prahy našli mrtvolu,20,95.0,80.0,80.0,75.0
AutoMoto,Světovým autem roku byla vyhlášena Kia EV3, poprvé uspěla i Čína,20,65.0,65.0,60.0,60.0
Krimi,Přijela vlakem do Prahy za prací, hned u nádraží se stala obětí hromadného znásilnění,20,80.0,75.0,65.0,55.00000000000001
Domácí,V českých obchodech je již možné vracet PET lahve a plechovky. Zákazníci za ně dostanou slevu na nákup,20,65.0,55.00000000000001,45.0,45.0
Krimi,Kominík v Praze brutálně zavraždil ženu, u které čistil komín,20,90.0,80.0,80.0,80.0
Film,Bláznivá střela? Nepřestanete se smát, slibuje pokračování s Liamem Neesonem a Pamelou Andersonovou,19,73.68421052631578,68.42105263157895,63.1578947368421,63.1578947368421
Krimi,Velká razie na Ukrajině. Podvodníci z call-centra obrali desítky Čechů o miliony,19,89.47368421052632,78.94736842105263,68.42105263157895,57.89473684210527
Zahraniční,Chaos a křik. Cestující na palubě Sindbadu zachytil vteřiny před potopením,19,89.47368421052632,78.94736842105263,73.68421052631578,73.68421052631578
Krimi,Vrchol samolibosti. Řidič audi bral na Vysočině auta po třech na plné čáře, hazard si natáčel,19,89.47368421052632,84.21052631578947,84.21052631578947,78.94736842105263
Koktejl,Francouz zapomněl dcery na dálničním odpočívadle. Ujel sto kilometrů, než mu zavolala policie,19,94.73684210526315,89.47368421052632,89.47368421052632,78.94736842105263
Kultura,Zemřela zpěvačka Helena Zeťová,19,89.47368421052632,78.94736842105263,78.94736842105263,78.94736842105263
Domácí,Pražská Loreta po 100 letech změnila melodii. Takhle zní,19,94.73684210526315,73.68421052631578,63.1578947368421,52.63157894736842
Krimi,Vlak RegioJetu projel na červenou, zjistila inspekce,19,0.0,0.0,0.0,0.0
2. světová válka,Goebbels neuposlechl Hitlera a spáchal sebevraždu. Šest dětí předtím otrávili kyanidem,19,89.47368421052632,89.47368421052632,89.47368421052632,84.21052631578947
AutoMoto,Polestar 3 přijíždí s obří baterií a neobyčejně rychlým nabíjením,19,78.94736842105263,73.68421052631578,31.57894736842105,21.05263157894737
Nezařazeno,,19,100.0,89.47368421052632,84.21052631578947,84.21052631578947
AutoMoto,Vzhůru do Japonska, zavelela čtveřice dobrodruhů a vyrazila v hadraplánech na východ,19,89.47368421052632,78.94736842105263,68.42105263157895,68.42105263157895
Zbytečná válka,Rusko nás neustále testuje, v přímém vojenském ohrožení nejsme, řekla lotyšská ministryně,19,57.89473684210527,42.10526315789473,42.10526315789473,36.84210526315789
Bydlení,Mikrobyty jsou v kurzu. Jednotky pod dvacet metrů se v Praze prodávají i za pět milionů. Zájemci jsou,19,57.89473684210527,31.57894736842105,15.78947368421053,10.52631578947368
Film,Dcera Milana Weinera Jana: Před rozhlasem jsem poprvé viděla mrtvého člověka,19,89.47368421052632,78.94736842105263,73.68421052631578,52.63157894736842
Komentáře,Trefa Adély Knapové: Je to jen další konec války,19,73.68421052631578,68.42105263157895,36.84210526315789,36.84210526315789
Řetězák,Zbavilo se Česko závislosti na ruském plynu? Realita je složitější,19,52.63157894736842,15.78947368421053,10.52631578947368,10.52631578947368
Lifestyle,Řítil se ze 40metrového útesu „na placáka“. Mohla to být poslední věc v mém životě, přiznal,19,94.73684210526315,94.73684210526315,89.47368421052632,84.21052631578947
Lifestyle,Inkontinence stolice jim roky znepříjemňovala životy. Pomohl speciální implantát,19,73.68421052631578,73.68421052631578,73.68421052631578,68.42105263157895
Domácí,V Plzni vyrobili nejdelší tramvaj na světě. S kamerou jsme prošli 60 metrů dlouhou soupravu,19,84.21052631578947,68.42105263157895,68.42105263157895,57.89473684210527
Cestování,Ostravská hořící halda Ema je pro turisty bezpečnější a přístupnější. Město ji upravilo,19,78.94736842105263,68.42105263157895,63.1578947368421,47.36842105263158
Krimi,Dozorce, který napadl vězně taserem do genitálií, dostal podmínku. Jen jsem jiskřil ve vzduchu, hájil se,18,72.22222222222221,66.66666666666666,66.66666666666666,55.55555555555556
Věda a školy,„Jeho Veličenstvo“ je zpět. Na Mikulovsko se vrátil vzácný pestrokřídlec podražcový,18,88.88888888888889,88.88888888888889,83.33333333333334,83.33333333333334
Koktejl,Češi natočili na dovolené v Chorvatsku tornádo nad mořem,18,77.77777777777779,72.22222222222221,72.22222222222221,72.22222222222221
Řetězák,Sekta AllatRa: Nejdřív bombardují láskou, pak chtějí peníze a věrnost,18,38.88888888888889,27.77777777777778,22.22222222222222,11.11111111111111
Řetězák,Satirická konspirační teorie popírá existenci evropského státu. Nikdo prý nemůže být tak dokonalý,18,72.22222222222221,61.11111111111111,61.11111111111111,27.77777777777778
Tipy na výlety,Místo lásky přišla smrt. Ikonickou vyhlídku v Českém středohoří provází tragický příběh,18,94.44444444444444,94.44444444444444,83.33333333333334,83.33333333333334
Věda a školy,V Ostravě otevřeli speciální oddělení pro budoucí zubaře,18,66.66666666666666,61.11111111111111,38.88888888888889,38.88888888888889
Domácí,„Ukrajinská tramvaj“ měla v Praze hned první den nehodu,18,94.44444444444444,83.33333333333334,83.33333333333334,77.77777777777779
Cestování,Na Džerbě jsou Češi jako doma. A zdaleka se tu nemusejí jen válet,18,77.77777777777779,72.22222222222221,61.11111111111111,50.0
Krimi,Šílená jízda. Řidič passatu u Brna kličkoval mezi pruhy, jel v protisměru a pak se převrátil,18,77.77777777777779,77.77777777777779,72.22222222222221,72.22222222222221
Hudba,Karel Haloun vytvořil plakát pro pražský koncert Rolling Stones v roce 1990. Nikdy se nepoužil,18,88.88888888888889,83.33333333333334,83.33333333333334,83.33333333333334
Krimi,S náklaďákem vjel do cesty záchrance, dostal podmínku,18,77.77777777777779,66.66666666666666,61.11111111111111,61.11111111111111
Krimi,Dvojice z Ukrajiny měla obrat stát na dávkách pro krajany o 11 milionů. Soudu zatím unikla, obžaloba nebyla přeložená,18,55.55555555555556,38.88888888888889,33.33333333333333,33.33333333333333
Cestování,Kyperská Famagusta a její střežené město duchů,18,88.88888888888889,88.88888888888889,88.88888888888889,77.77777777777779
Komentáře,Trefa Milana Mikuleckého: Buďme kritičtí k Izraeli, nepodporujme teroristy,18,77.77777777777779,66.66666666666666,38.88888888888889,33.33333333333333
Koktejl,Králík vypadá jako ďábel, jeho hlava je pokryta rohy,18,88.88888888888889,83.33333333333334,61.11111111111111,55.55555555555556
Ekonomika,Pardubický Foxconn CZ téměř zdvojnásobil zisk a dosáhl rekordu,18,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334
Film,V srpnu přijde do českých kin Tony, který má plán,18,83.33333333333334,72.22222222222221,72.22222222222221,72.22222222222221
2. světová válka,Mýtus rudých zachránců Prahy,18,83.33333333333334,72.22222222222221,72.22222222222221,55.55555555555556
Krimi,Potřetí ignoroval zákaz řízení, potřetí ho přistihli. Řidič z Liberecka jde tentokrát za mříže,18,100.0,100.0,83.33333333333334,83.33333333333334
Parlamentní volby,Volt podal žaloby na SPD a Stačilo! za nepřiznané volební koalice,18,100.0,100.0,100.0,83.33333333333334
Cestování,Restaurace na Ibize účtovala hostům poplatek za pověšení příručních tašek. Stovku za kus,18,94.44444444444444,94.44444444444444,88.88888888888889,66.66666666666666
Kultura,Zemřel Jiří Bartoška,18,38.88888888888889,27.77777777777778,27.77777777777778,27.77777777777778
Koktejl,Chlapské hry oslavují křupanství, zločin a všemožné stereotypy,17,94.11764705882352,88.23529411764706,76.47058823529412,76.47058823529412
PoliTalk,Strach z Ruska nemám, co by si na nás vzali, říká Konečná,17,29.41176470588236,17.64705882352941,17.64705882352941,11.76470588235294
Plzeňský kraj,Pohádkový zámek v Žinkovech koupily Lázně Poděbrady,17,100.0,94.11764705882352,88.23529411764706,88.23529411764706
Krimi,Samozvaní lovci predátorů lapili jihomoravského policistu, nalákali ho na schůzku se 14letou dívkou,17,94.11764705882352,82.35294117647058,76.47058823529412,47.05882352941176
Podcasty a pořady,Meningokoková infekce je extrémně rychlá. Prevence je přitom snadná, říká primářka z Bulovky,17,23.52941176470588,23.52941176470588,23.52941176470588,17.64705882352941
Kultura,Na letišti stojí unikátní portrét Václava Havla složený z klíčů, pivního sudu a psacích strojů,17,82.35294117647058,70.58823529411765,58.82352941176471,52.94117647058824
Cestování,Chorvatský Cres? Žádný stres,17,82.35294117647058,76.47058823529412,64.70588235294117,58.82352941176471
Zdraví,Rychlá pomoc od bolavých zad. Tento cvik můžete provozovat doma i v kanceláři,17,76.47058823529412,41.17647058823529,35.29411764705883,17.64705882352941
Svět,Australanku po 20 letech za mřížemi soud zprostil viny. Výše odškodného vzbudila rozruch,17,76.47058823529412,76.47058823529412,76.47058823529412,76.47058823529412
Bezpečnost,Po vyřčení hesla goodbye dal senior z Chomutovska sbohem svým penězům,17,82.35294117647058,70.58823529411765,47.05882352941176,35.29411764705883
Bezpečnost,Neuvěřitelně snadný cíl. Hackeři, kteří rozložili ruský Aeroflot, byli v šoku,17,58.82352941176471,58.82352941176471,52.94117647058824,47.05882352941176
Počasí,Meteorologové rozšířili výstrahu,17,0.0,0.0,0.0,0.0
Koktejl,Největší kočkovitou šelmou světa je 418kilogramový liger,17,100.0,82.35294117647058,76.47058823529412,70.58823529411765
AutoMoto,V Česku je na prodej červený DeLorean. Jeho příběh je neobyčejný,17,82.35294117647058,70.58823529411765,70.58823529411765,64.70588235294117
Kultura,Zemřel Ozzy Osbourne,17,70.58823529411765,64.70588235294117,64.70588235294117,64.70588235294117
Kultura,Dan Brown pro Novinky.cz: Do Prahy vezu dílo, na kterém jsem pracoval třicet let,17,52.94117647058824,5.88235294117647,5.88235294117647,5.88235294117647
Počasí,Tchaj-wan zasáhl tajfun o rychlosti skoro 200 kmh. Teď míří na Čínu,17,82.35294117647058,64.70588235294117,64.70588235294117,64.70588235294117
Zahraniční,Půjdem s Putinem do boje, zpívají ruské děti v agresivním videoklipu,17,76.47058823529412,70.58823529411765,52.94117647058824,52.94117647058824
Dítě a rodina,Tříletá Amálka je jedinou pacientkou v Česku s kožní nemocí typu Harlekýn,17,82.35294117647058,76.47058823529412,64.70588235294117,47.05882352941176
Krimi,Vražedkyně Janáková si změnila jméno,17,82.35294117647058,58.82352941176471,58.82352941176471,52.94117647058824
Domácí,Svrab a žloutenka nabírají na síle. Dráhy přidávají v čištění vozů,17,58.82352941176471,47.05882352941176,35.29411764705883,35.29411764705883
Koktejl,Šokující záběry ukazují, jak drogy mění tváře narkomanů,16,100.0,100.0,93.75,87.5
AutoMoto,Čínská společnost koupila práva na technologie slovenského létajícího automobilu AirCar,16,75.0,50.0,37.5,37.5
Bezpečnost,Falešný Babiš řádí na sítích. Z lidí tahá velké peníze,16,56.25,43.75,18.75,18.75
Móda a kosmetika,Belgická modelka odhalila velké tajemství: Jsem lidský hermafrodit,16,81.25,75.0,75.0,68.75
Evropa,Zelenskyj má dvě tváře. Západ musí skončit s psí oddaností vůči němu, tvrdí analytici,16,87.5,81.25,81.25,81.25
Krimi,Mlácení vším možným, svazování, zavírání do matrace. Za týrání dětí dostal muž sedm let vězení,16,87.5,75.0,68.75,62.5
Krimi,Hledání bylo zbytečné. Záchranáři pročesávali rybník Bolevák, zatímco ten, koho hledali, byl doma,16,100.0,93.75,87.5,75.0
Koktejl,Autonomní taxík bez řidiče spadl v Číně i s pasažérkou do výkopu,16,93.75,93.75,93.75,93.75
Počasí,Chorvatské pobřeží pod náporem bouřek. Silný vítr a velké kroupy ničily Split,16,100.0,93.75,81.25,75.0
Tipy na výlety,Romantický hrad jen kousek za hranicemi. Stopy na něm zanechal i největší Čech,16,81.25,75.0,56.25,6.25
Počasí,Popadané stromy, stržené střechy, domácnosti bez elektřiny. Vysočinou a Moravou se prohnaly bouřky,16,81.25,68.75,56.25,56.25
Moravskoslezský kraj,Lidé v šoku. Ostravská radnice jim chce před okny postavit mrakodrap,16,87.5,56.25,50.0,50.0
Film,FOTO: Robert Redford slaví. Idol před 89. narozeninami přerušil herecký důchod,16,87.5,75.0,68.75,68.75
Válka na Ukrajině,V Británii mu nedali azyl, tak spáchal sebevraždu. Disident se bál návratu do Ruska,16,87.5,87.5,87.5,75.0
Dobojováno,Pavlín Jirků: Sešívaní už mi odpustili, vypráví legendární Paša svůj příběh,16,31.25,18.75,6.25,0.0
Koktejl,Ohnivá koule na noční obloze vyděsila obyvatele jižního Německa,16,93.75,56.25,37.5,31.25
Věda a školy,Sedm vzácných biotopů na Moravě a ve Slezsku se dočkalo záchrany,16,93.75,68.75,68.75,50.0
Historie,Čajový obřad u hrobu náchodského architekta uctil oběti atomové bomby v Hirošimě,16,75.0,68.75,50.0,43.75
Domácí,Archeologové našli na stavbě D35 pravěkou mohylu, je nejdelší v Evropě,16,87.5,75.0,68.75,62.5
Domácí,Jak se staví vojenský letoun L-39 Skyfox, na kterém budou cvičit i piloti F-35,16,81.25,56.25,56.25,50.0
Krimi,V pražské Hostivaři se po nehodě převrátila sanitka,16,81.25,68.75,56.25,56.25
Krimi,Senior si vybral 20 tisíc z bankomatu, zloději ho povalili na eskalátoru a okradli. Daleko neutekli,16,75.0,68.75,68.75,50.0
Zdraví,Oční jóga snižuje únavu očí a oddaluje nutnost nošení brýlí až o několik let,16,93.75,81.25,81.25,81.25
Zdraví,Nikdy nekouřila, přesto onemocněla rakovinou plic,16,87.5,75.0,56.25,18.75
Počasí,Silné bouřky tentokrát udeří v Čechách, varují meteorologové,16,0.0,0.0,0.0,0.0
Zdraví,Měla nafouklé břicho a častěji říhala, ultrazvuk odhalil rakovinu vaječníků,16,81.25,75.0,62.5,50.0
Parlamentní volby,Rakušan s Fialou jdou na pivo v úterý, volnou židli podrží i Hřibovi,16,87.5,81.25,81.25,81.25
Domácí,„Staveniště Václavák.“ Jak vypadá nejznámější pražské náměstí rozkopané,16,68.75,50.0,31.25,18.75
Koktejl,Nejošklivějším psem se stala fena francouzského buldočka, na holou kůži musí používat opalovací krém,16,81.25,68.75,56.25,56.25
Kultura,Večerníček. Fenomén, který nemá obdoby,16,75.0,56.25,56.25,31.25
Cestování,Nejvyšší evropskou lanovkou k nebesům i do nitra švýcarského ledovce,16,93.75,93.75,68.75,68.75
Komentáře,KOMENTÁŘ: Proroctví koberce pro masového vraha - Adéla Knapová,16,81.25,81.25,81.25,68.75
Domácí,Invaze netopýrů. V liberecké nemocnici jich našli přes 400,16,100.0,100.0,100.0,100.0
Cestování,Navštívili jsme národ mořských nomádů, který se geneticky adaptoval na život ve vodě,16,81.25,68.75,62.5,62.5
Domácí,Kopečný: Po takto vřelém gestu Putin dlouhé roky toužil,15,80.0,80.0,73.33333333333333,60.0
TV a streaming,Nejočekávanější seriály a filmy roku 2025: Bílý lotos, The Last of Us, Rytíř sedmi království a finále Stranger Things,15,73.33333333333333,33.33333333333333,26.66666666666667,26.66666666666667
